 0.044837  0.008952  0.062657
 0.049778  0.006025  0.053560
 0.044541  0.015166  0.059945
 0.046517  0.001656  0.062110
 0.041914  0.007361  0.065463
 0.044674 -0.004158  0.061866
 0.044807  0.019231  0.053069
 0.047469  0.017473  0.044344
 0.050131  0.009443  0.039372
 0.052375  0.000969  0.044541
 0.050023 -0.004643  0.049576
 0.047816 -0.004102  0.058069
 0.041284  0.013804  0.063377
 0.040937  0.020293  0.057505
 0.045544 -0.010153  0.055983
 0.036390  0.005985  0.068286
 0.039257 -0.002675  0.066102
 0.040259 -0.009804  0.062074
 0.042200  0.022602  0.048815
 0.045173  0.018825  0.041240
 0.048921  0.009475  0.036483
 0.051169  0.000711  0.038740
 0.050064 -0.005835  0.042225
 0.048511 -0.009585  0.047257
 0.035626  0.013311  0.066512
 0.035418  0.019945  0.061529
 0.036805  0.024301  0.053340
 0.040483 -0.014957  0.055468
 0.030768  0.005159  0.069741
 0.031312 -0.000995  0.069306
 0.032461 -0.007347  0.066837
 0.033618 -0.014201  0.061579
 0.039970  0.023578  0.042892
 0.043830  0.017772  0.036186
 0.047591  0.008302  0.033641
 0.049012 -0.000845  0.035032
 0.047342 -0.009286  0.039501
 0.043146 -0.015658  0.046850
 0.030026  0.012322  0.067998
 0.029620  0.019413  0.063556
 0.030677  0.025141  0.054810
 0.033941  0.026026  0.045649
 0.040353 -0.017874  0.045185
 0.035343 -0.017993  0.055225
 0.023432  0.011958  0.067837
 0.024794  0.005305  0.069573
 0.025108 -0.001333  0.069338
 0.025377 -0.007673  0.067242
 0.025732 -0.015635  0.060445
 0.038187  0.022273  0.037262
 0.042294  0.015478  0.032570
 0.044695  0.006175  0.029793
 0.045668 -0.004937  0.032770
 0.043645 -0.012437  0.036836
 0.023188  0.018576  0.063391
 0.024808  0.024492  0.055190
 0.027974  0.026203  0.044614
 0.033506  0.023000  0.035994
 0.034030 -0.019385  0.041692
 0.028023 -0.019640  0.052259
 0.018280  0.012638  0.065456
 0.019623  0.020128  0.060024
 0.018743  0.004824  0.067810
 0.018758 -0.003390  0.066852
 0.018621 -0.010805  0.062777
 0.019015 -0.015908  0.057058
 0.039273  0.016250  0.031002
 0.042547  0.005874  0.028062
 0.041985 -0.006182  0.030126
 0.039084 -0.015265  0.035557
 0.021230  0.024786  0.050164
 0.025354  0.025125  0.040687
 0.034140  0.021656  0.033200
 0.039121  0.013465  0.029006
 0.025288 -0.019645  0.041859
 0.021352 -0.019369  0.048911
 0.014454  0.004257  0.065454
 0.014493  0.011563  0.063669
 0.015278  0.018544  0.058035
 0.013176 -0.002219  0.064030
 0.013199 -0.007057  0.061759
 0.012876 -0.011352  0.056391
 0.014614 -0.015858  0.047371
 0.040820  0.001800  0.026985
 0.035740 -0.009272  0.028861
 0.031315 -0.016338  0.033827
 0.017010  0.023548  0.049888
 0.020982  0.024561  0.041968
 0.027915  0.020564  0.034046
 0.033983  0.013594  0.029719
 0.026922 -0.014548  0.031215
 0.019000 -0.017139  0.039965
 0.011177  0.011723  0.059939
 0.010351  0.003814  0.061141
 0.012638  0.017360  0.053284
 0.013614  0.019879  0.045606
 0.009050 -0.002853  0.058734
 0.009909 -0.008862  0.054116
 0.010073 -0.011278  0.046530
 0.014170 -0.012867  0.038611
 0.035958  0.005625  0.027049
 0.035524 -0.000756  0.026115
 0.031796 -0.009140  0.027846
 0.020822  0.019900  0.036376
 0.026588  0.014419  0.031367
 0.029440  0.007707  0.028309
 0.019330 -0.011561  0.031875
 0.009528  0.011155  0.047899
 0.010210  0.004007  0.052704
 0.010836  0.016222  0.039876
 0.016463  0.016112  0.032084
 0.008780 -0.002025  0.050234
 0.007861 -0.008443  0.046511
 0.010514 -0.010320  0.038955
 0.029377  0.000817  0.027626
 0.026024 -0.006476  0.028298
 0.020809  0.011723  0.027613
 0.021987  0.002624  0.026029
 0.014861 -0.009299  0.032809
 0.000850  0.008110  0.042437
 0.002983  0.013883  0.034619
 0.000968  0.000205  0.046373
 0.008692  0.014845  0.028169
 0.011973  0.013916  0.021800
 0.000230 -0.007019  0.042820
 0.000880 -0.009476  0.034985
 0.002607 -0.008183  0.027616
 0.019223 -0.005855  0.028210
 0.014706  0.009597  0.018548
 0.013668  0.002056  0.017595
 0.006616 -0.005369  0.020666
-0.005843  0.000508  0.046192
-0.004100  0.007475  0.041276
-0.001531  0.012872  0.033047
 0.001444  0.015235  0.024880
