-0.007528 -0.005996  0.043930
 0.007966  0.015864  0.016220
 0.011050  0.014200  0.013445
-0.007425 -0.010785  0.039320
-0.007283 -0.012797  0.033067
-0.002341 -0.006518  0.017311
-0.005922 -0.009422  0.027078
 0.009838  0.003872  0.009769
 0.005425 -0.003472  0.010874
-0.012222 -0.000519  0.047961
-0.013000 -0.006420  0.046372
-0.011555  0.007955  0.043711
-0.012439  0.010152  0.035790
-0.008345  0.013857  0.027049
-0.001415  0.017915  0.017200
-0.014206 -0.011033  0.042669
 0.003813  0.017982  0.009723
 0.008666  0.017578  0.004924
-0.015184 -0.012172  0.037617
-0.010481 -0.007135  0.021529
-0.014246 -0.009674  0.030793
 0.003478 -0.002386  0.003594
-0.004487 -0.005518  0.011990
 0.007415  0.008069  0.002965
-0.017631  0.001364  0.050394
-0.020209 -0.005443  0.050048
-0.021226 -0.009334  0.043699
-0.010842  0.015872  0.049347
-0.015842  0.016555  0.040515
-0.015492  0.018237  0.031114
-0.010678  0.021545  0.023766
-0.007216  0.021325  0.015700
-0.021436 -0.009323  0.034209
-0.000793  0.021072  0.007155
 0.003774  0.021204  0.002392
 0.010080  0.021183 -0.000997
-0.016653 -0.005943  0.017311
-0.019750 -0.006757  0.024736
-0.006083 -0.005451  0.002077
-0.011223 -0.005491  0.009840
 0.006188  0.014784 -0.002976
 0.003726  0.002845 -0.004438
 0.000049 -0.004152 -0.002120
-0.022001  0.000208  0.051667
-0.025217 -0.007204  0.042296
-0.024658 -0.007558  0.032081
-0.012641  0.015329  0.052676
-0.009825  0.023521  0.049036
-0.014586  0.025071  0.035221
-0.012977  0.026460  0.024310
-0.011712  0.025717  0.013813
-0.004809  0.025414  0.005650
-0.022120 -0.004521  0.014430
-0.025579 -0.006732  0.022309
 0.004218  0.028464 -0.000016
 0.009841  0.027048 -0.003902
 0.010188  0.021373 -0.006402
-0.005414 -0.005589 -0.004307
-0.012278 -0.005451  0.000184
-0.018058 -0.004965  0.007252
 0.000300 -0.003701 -0.007489
 0.004948  0.016618 -0.007393
 0.002925  0.008741 -0.008644
 0.002783  0.002669 -0.009383
-0.026538  0.002742  0.050245
-0.019362  0.016293  0.052846
-0.029615 -0.002150  0.041050
-0.031142 -0.003864  0.031811
-0.014422  0.025839  0.050633
-0.017491  0.028094  0.034661
-0.018730  0.029335  0.025365
-0.019069  0.028455  0.015895
-0.012479  0.023951  0.004139
 0.000329  0.029585 -0.003139
-0.027999 -0.001883  0.013553
-0.031471 -0.004840  0.021613
 0.007389  0.028558 -0.006975
 0.008508  0.022412 -0.009978
 0.002288  0.015948 -0.011347
-0.007533 -0.006583 -0.010285
-0.016603 -0.005740 -0.004034
-0.023596 -0.002386  0.002392
-0.001678 -0.005492 -0.013538
 0.001779  0.008501 -0.014256
 0.002020  0.000449 -0.015235
-0.029519  0.005348  0.046074
-0.026254  0.019669  0.048742
-0.021393  0.025710  0.045001
-0.035599 -0.000236  0.034185
-0.023601  0.026605  0.037085
-0.026203  0.026226  0.026366
-0.026135  0.024528  0.017585
-0.020915  0.022669  0.000217
-0.009608  0.022293 -0.007809
-0.016709  0.019027 -0.010476
-0.001002  0.028763 -0.009898
-0.031019  0.002269  0.012499
-0.035739 -0.002300  0.022774
 0.005582  0.026818 -0.012136
-0.000695  0.016442 -0.016050
-0.011564 -0.007909 -0.017328
-0.001968 -0.005853 -0.020028
-0.020201 -0.004876 -0.014779
-0.028830  0.001300  0.003842
-0.025563 -0.002187 -0.013089
 0.001404  0.001980 -0.021074
 0.000214  0.010225 -0.019089
-0.036274  0.006410  0.033752
-0.034421  0.016020  0.035623
-0.030709  0.021546  0.033542
-0.036382  0.005115  0.020263
-0.032428  0.020296  0.024213
-0.024107  0.017228 -0.011199
-0.026894  0.018099 -0.002771
-0.029676  0.019139  0.010783
-0.006565  0.020551 -0.015392
-0.017921  0.015219 -0.021919
-0.031519  0.008998  0.009380
-0.009825 -0.010763 -0.033855
-0.002726 -0.008633 -0.034332
 0.000359 -0.001321 -0.035450
-0.029593  0.008376 -0.001014
-0.028922  0.003218 -0.013530
-0.021696 -0.005764 -0.032609
-0.002897  0.007076 -0.035475
-0.003019  0.009706 -0.026558
-0.035862  0.012792  0.021466
-0.027901  0.011384 -0.012317
-0.012175  0.011095 -0.037758
-0.026544  0.007921 -0.034547
-0.018051 -0.013641 -0.064770
-0.005291 -0.013749 -0.058358
 0.001541 -0.004895 -0.064230
-0.028726  0.000818 -0.033829
-0.027540 -0.003479 -0.064326
-0.008920  0.005893 -0.064705
-0.025961  0.003241 -0.065673
-0.018910 -0.017895 -0.096013
-0.006504 -0.019984 -0.094656
 0.003680 -0.008543 -0.095183
-0.006298  0.000415 -0.097099
-0.024299 -0.009374 -0.097289
-0.020751 -0.001226 -0.098481
-0.017564 -0.021586 -0.129030
-0.006084 -0.023046 -0.127137
 0.004430 -0.011708 -0.127126
-0.005017 -0.002277 -0.125994
-0.016935 -0.004187 -0.127514
-0.022406 -0.012168 -0.126781
-0.016367 -0.022409 -0.157239
-0.001622 -0.022524 -0.156471
 0.003942 -0.009821 -0.156552
-0.004112 -0.003274 -0.157878
-0.015624 -0.005646 -0.158342
-0.020808 -0.013354 -0.158121
-0.014017 -0.022982 -0.192963
-0.000761 -0.022657 -0.192202
 0.005812 -0.010885 -0.191241
-0.001783 -0.002927 -0.190743
-0.013665 -0.005029 -0.192947
-0.018881 -0.014185 -0.193061
-0.010939 -0.022267 -0.226196
 0.000327 -0.021992 -0.225455
 0.007547 -0.010008 -0.223347
-0.000818 -0.000931 -0.223980
-0.013795 -0.004049 -0.225670
-0.017046 -0.012939 -0.227123
-0.016257 -0.010918 -0.257895
-0.012523 -0.017774 -0.258163
 0.002664 -0.018580 -0.257778
 0.009760 -0.009697 -0.256593
 0.004804 -0.001258 -0.255685
-0.005204  0.002281 -0.256021
-0.015127 -0.002496 -0.257473
-0.017035 -0.006879 -0.290903
-0.011744 -0.016576 -0.292108
 0.002581 -0.015756 -0.293925
 0.012087 -0.004891 -0.291461
 0.007121  0.003533 -0.289288
-0.003909  0.005447 -0.289052
-0.015372  0.002819 -0.289633
-0.019800 -0.003052 -0.317513
-0.010713 -0.015013 -0.321651
 0.004902 -0.010068 -0.321003
 0.013955 -0.002851 -0.318365
 0.013020  0.007903 -0.315020
-0.004659  0.009466 -0.318709
-0.018686  0.006864 -0.316789
-0.023384  0.010954 -0.329619
-0.022493 -0.002057 -0.331695
-0.014344 -0.014322 -0.337932
 0.006040 -0.008156 -0.337700
 0.017324  0.002440 -0.331238
 0.019081  0.013065 -0.328279
 0.009197  0.014545 -0.330031
-0.003436  0.012646 -0.331879
-0.030784  0.015062 -0.335853
-0.030067  0.000307 -0.343787
-0.016636  0.016608 -0.336953
-0.024629 -0.009315 -0.347772
-0.014058 -0.019099 -0.348897
-0.002444 -0.013417 -0.348152
 0.006948 -0.008804 -0.348832
 0.017021 -0.001991 -0.344576
 0.022795  0.005999 -0.341644
 0.031176  0.022949 -0.341521
 0.023306  0.015744 -0.335387
 0.011561  0.019659 -0.338170
-0.001930  0.016716 -0.339028
-0.033502  0.021386 -0.340064
-0.019343  0.025746 -0.339526
-0.037507  0.008458 -0.347239
-0.033730  0.001440 -0.351494
-0.013613  0.024356 -0.342082
-0.026289 -0.007816 -0.354760
-0.014944 -0.018906 -0.357570
-0.003635 -0.012793 -0.357612
 0.004215 -0.007751 -0.359123
 0.012340 -0.008343 -0.358706
 0.020658  0.000821 -0.353617
 0.028348  0.009769 -0.348632
 0.029952  0.012502 -0.356205
 0.035041  0.019609 -0.351930
 0.033580  0.028059 -0.347574
 0.021713  0.028384 -0.343886
 0.012319  0.026743 -0.344436
-0.001936  0.023009 -0.345404
-0.034560  0.029072 -0.345131
-0.040338  0.020523 -0.350790
-0.029374  0.031746 -0.343975
-0.012851  0.029663 -0.350487
-0.019619  0.033433 -0.346584
-0.040290  0.012852 -0.354581
-0.034945  0.004142 -0.357576
-0.002826  0.023386 -0.350943
-0.028344 -0.003702 -0.361878
-0.024640 -0.009919 -0.363878
-0.017928 -0.014787 -0.365455
-0.006913 -0.010150 -0.365581
 0.002169 -0.003113 -0.365349
 0.009149 -0.005458 -0.366830
 0.014044 -0.007782 -0.367887
 0.019224 -0.002858 -0.364269
 0.022902  0.003353 -0.361473
 0.029318  0.015200 -0.363200
 0.034679  0.024919 -0.356424
 0.029085  0.037641 -0.350379
 0.019342  0.043133 -0.345946
 0.023096  0.031841 -0.346109
 0.012284  0.035404 -0.344523
 0.006717  0.032053 -0.349643
-0.032506  0.036029 -0.352460
-0.038543  0.033119 -0.353912
-0.037295  0.024810 -0.358427
-0.023159  0.036829 -0.354230
-0.011136  0.022180 -0.358688
-0.017301  0.034436 -0.358094
-0.037558  0.018616 -0.361951
-0.034763  0.009562 -0.365607
 0.004317  0.024763 -0.360285
-0.001679  0.017847 -0.361782
-0.027866 -0.002430 -0.367709
-0.023685 -0.007618 -0.371843
-0.012966 -0.004240 -0.372494
-0.004098  0.001853 -0.369586
 0.004370  0.002772 -0.371204
 0.013625 -0.003005 -0.374412
 0.020414  0.000358 -0.370925
 0.023135  0.006971 -0.366931
 0.028573  0.017841 -0.367952
 0.030953  0.029000 -0.365234
 0.028688  0.038663 -0.362010
 0.022318  0.050311 -0.360349
 0.011899  0.043331 -0.347056
 0.004100  0.040709 -0.354087
-0.029356  0.036746 -0.358843
-0.037472  0.033969 -0.360723
-0.039932  0.027873 -0.365057
-0.020988  0.032378 -0.364542
-0.013779  0.024615 -0.366306
-0.038536  0.020046 -0.370608
-0.032666  0.007909 -0.372280
 0.004322  0.042745 -0.360544
 0.005129  0.038105 -0.366537
 0.006638  0.029906 -0.373452
-0.001968  0.014838 -0.367704
-0.008581  0.013067 -0.368606
-0.026521  0.001468 -0.373532
-0.018735  0.003105 -0.375117
-0.001408  0.009023 -0.370045
-0.010812  0.007179 -0.372147
 0.003577  0.009627 -0.373615
 0.011937  0.006920 -0.378421
 0.021656  0.006777 -0.378744
 0.024322  0.012293 -0.372422
 0.025905  0.020784 -0.374141
 0.028862  0.028015 -0.371117
 0.027569  0.038755 -0.368186
 0.022672  0.048159 -0.366443
 0.010159  0.048191 -0.354447
-0.020125  0.027104 -0.368391
-0.026993  0.030236 -0.368070
-0.032174  0.026040 -0.370287
-0.015469  0.017412 -0.370978
-0.028243  0.016108 -0.373785
 0.011460  0.048006 -0.366898
 0.008315  0.040622 -0.371949
 0.008610  0.029990 -0.378050
 0.003563  0.017743 -0.373342
-0.020447  0.011077 -0.374626
 0.010318  0.022082 -0.381253
 0.016739  0.019294 -0.383067
 0.024285  0.018386 -0.381395
 0.025932  0.035632 -0.377884
 0.020962  0.043730 -0.374735
 0.013563  0.043712 -0.373635
-0.023110  0.021351 -0.372283
 0.011983  0.036442 -0.378543
 0.013514  0.029434 -0.381538
 0.024728  0.029535 -0.381132
 0.018179  0.037418 -0.379264
