 69.0  85.0  68.0
 86.0  85.0  69.0
 70.0  86.0  69.0
 75.0  86.0  70.0
 71.0  87.0  79.0
 72.0  87.0  71.0
 72.0  88.0  87.0
 73.0  88.0  72.0
 73.0  89.0  88.0
 74.0  89.0  73.0
 74.0  90.0  89.0
 84.0  90.0  74.0
 75.0  91.0  86.0
 75.0  92.0  91.0
 76.0  92.0  75.0
 76.0  83.0  92.0
 93.0  94.0  77.0
 78.0  93.0  77.0
 77.0  94.0  80.0
 95.0  93.0  78.0
 79.0  95.0  78.0
 96.0  95.0  79.0
 87.0  96.0  79.0
 80.0  97.0  81.0
 94.0  97.0  80.0
 81.0  98.0  82.0
 97.0  98.0  81.0
 82.0  99.0  83.0
 98.0  99.0  82.0
 83.0  100.0  92.0
 99.0  100.0  83.0
 84.0  101.0  90.0
 84.0  102.0  101.0
 85.0  102.0  84.0
 85.0  103.0  102.0
 86.0  103.0  85.0
 86.0  91.0  103.0
 88.0  96.0  87.0
 104.0  96.0  88.0
 89.0  104.0  88.0
 105.0  104.0  89.0
 90.0  105.0  89.0
 106.0  105.0  90.0
 101.0  106.0  90.0
 91.0  107.0  103.0
 100.0  107.0  91.0
 92.0  100.0  91.0
 93.0  108.0  94.0
 95.0  108.0  93.0
 108.0  109.0  94.0
 94.0  109.0  97.0
 110.0  108.0  95.0
 96.0  110.0  95.0
 111.0  110.0  96.0
 104.0  111.0  96.0
 97.0  112.0  98.0
 109.0  112.0  97.0
 98.0  113.0  99.0
 112.0  113.0  98.0
 99.0  113.0  100.0
 100.0  114.0  107.0
 113.0  114.0  100.0
 115.0  106.0  101.0
 102.0  115.0  101.0
 116.0  115.0  102.0
 103.0  116.0  102.0
 107.0  116.0  103.0
 117.0  111.0  104.0
 105.0  117.0  104.0
 118.0  117.0  105.0
 106.0  118.0  105.0
 115.0  118.0  106.0
 107.0  119.0  116.0
 114.0  119.0  107.0
 108.0  120.0  109.0
 121.0  120.0  108.0
 110.0  121.0  108.0
 120.0  122.0  109.0
 109.0  122.0  112.0
 123.0  121.0  110.0
 111.0  123.0  110.0
 124.0  123.0  111.0
 117.0  124.0  111.0
 112.0  125.0  113.0
 122.0  125.0  112.0
 113.0  126.0  114.0
 125.0  126.0  113.0
 114.0  127.0  119.0
 126.0  127.0  114.0
 128.0  118.0  115.0
 116.0  128.0  115.0
 119.0  128.0  116.0
 129.0  124.0  117.0
 118.0  129.0  117.0
 130.0  129.0  118.0
 128.0  130.0  118.0
 119.0  131.0  128.0
 127.0  131.0  119.0
 120.0  132.0  122.0
 120.0  133.0  132.0
 121.0  133.0  120.0
 121.0  134.0  133.0
 121.0  135.0  134.0
 123.0  135.0  121.0
 122.0  136.0  125.0
 122.0  132.0  136.0
 123.0  137.0  135.0
 124.0  137.0  123.0
 124.0  138.0  137.0
 129.0  138.0  124.0
 125.0  139.0  126.0
 125.0  136.0  139.0
 126.0  140.0  127.0
 126.0  139.0  140.0
 127.0  141.0  131.0
 127.0  142.0  141.0
 127.0  140.0  142.0
 131.0  130.0  128.0
 129.0  143.0  138.0
 130.0  143.0  129.0
 130.0  144.0  143.0
 131.0  144.0  130.0
 131.0  141.0  144.0
 133.0  145.0  132.0
 132.0  146.0  136.0
 132.0  145.0  146.0
 133.0  147.0  145.0
 134.0  147.0  133.0
 134.0  148.0  147.0
 135.0  148.0  134.0
 135.0  149.0  148.0
 135.0  150.0  149.0
 137.0  150.0  135.0
 136.0  151.0  139.0
 136.0  146.0  151.0
 137.0  152.0  150.0
 138.0  152.0  137.0
 138.0  153.0  152.0
 143.0  153.0  138.0
 139.0  154.0  140.0
 139.0  151.0  154.0
 140.0  155.0  142.0
 140.0  156.0  155.0
 140.0  154.0  156.0
 141.0  157.0  144.0
 141.0  158.0  157.0
 142.0  158.0  141.0
 142.0  155.0  158.0
 143.0  159.0  153.0
 144.0  159.0  143.0
 144.0  157.0  159.0
 147.0  160.0  145.0
 145.0  161.0  146.0
 145.0  160.0  161.0
 146.0  162.0  151.0
 146.0  161.0  162.0
 147.0  163.0  160.0
 147.0  164.0  163.0
 148.0  164.0  147.0
 148.0  165.0  164.0
 149.0  165.0  148.0
 149.0  166.0  165.0
 150.0  166.0  149.0
 150.0  167.0  166.0
 152.0  167.0  150.0
 151.0  168.0  154.0
 151.0  162.0  168.0
 152.0  169.0  167.0
 152.0  170.0  169.0
 153.0  170.0  152.0
 153.0  171.0  170.0
 159.0  171.0  153.0
 154.0  172.0  156.0
 154.0  173.0  172.0
 168.0  173.0  154.0
 155.0  174.0  158.0
 155.0  175.0  174.0
 156.0  175.0  155.0
 156.0  172.0  175.0
 157.0  176.0  159.0
 157.0  177.0  176.0
 158.0  177.0  157.0
 158.0  178.0  177.0
 158.0  174.0  178.0
 159.0  176.0  171.0
 163.0  179.0  160.0
 160.0  179.0  161.0
 161.0  180.0  162.0
 161.0  179.0  180.0
 162.0  181.0  168.0
 162.0  180.0  181.0
 163.0  182.0  179.0
 164.0  183.0  163.0
 163.0  183.0  182.0
 165.0  183.0  164.0
 165.0  184.0  183.0
 166.0  184.0  165.0
 166.0  185.0  184.0
 166.0  186.0  185.0
 167.0  186.0  166.0
 167.0  187.0  186.0
 169.0  187.0  167.0
 168.0  188.0  173.0
 168.0  189.0  188.0
 168.0  181.0  189.0
 169.0  190.0  187.0
 170.0  190.0  169.0
 170.0  191.0  190.0
 171.0  191.0  170.0
 171.0  192.0  191.0
 176.0  192.0  171.0
 172.0  193.0  175.0
 172.0  194.0  193.0
 172.0  195.0  194.0
 173.0  195.0  172.0
 173.0  188.0  195.0
 174.0  196.0  178.0
 175.0  196.0  174.0
 175.0  193.0  196.0
 176.0  197.0  192.0
 177.0  197.0  176.0
 177.0  198.0  197.0
 199.0  198.0  177.0
 178.0  199.0  177.0
 196.0  199.0  178.0
 179.0  200.0  180.0
 201.0  200.0  179.0
 182.0  201.0  179.0
 180.0  202.0  181.0
 200.0  202.0  180.0
 181.0  203.0  189.0
 202.0  203.0  181.0
 204.0  201.0  182.0
 183.0  204.0  182.0
 205.0  204.0  183.0
 184.0  205.0  183.0
 206.0  205.0  184.0
 185.0  206.0  184.0
 207.0  206.0  185.0
 186.0  207.0  185.0
 208.0  207.0  186.0
 187.0  208.0  186.0
 209.0  208.0  187.0
 190.0  209.0  187.0
 188.0  210.0  195.0
 211.0  210.0  188.0
 189.0  211.0  188.0
 203.0  211.0  189.0
 212.0  209.0  190.0
 191.0  212.0  190.0
 213.0  212.0  191.0
 192.0  213.0  191.0
 214.0  213.0  192.0
 197.0  214.0  192.0
 193.0  215.0  196.0
 216.0  215.0  193.0
 194.0  216.0  193.0
 217.0  216.0  194.0
 195.0  217.0  194.0
 210.0  217.0  195.0
 196.0  218.0  199.0
 215.0  218.0  196.0
 219.0  214.0  197.0
 198.0  219.0  197.0
 220.0  219.0  198.0
 199.0  220.0  198.0
 218.0  220.0  199.0
 200.0  221.0  202.0
 222.0  221.0  200.0
 201.0  222.0  200.0
 223.0  222.0  201.0
 204.0  223.0  201.0
 202.0  221.0  203.0
 203.0  224.0  211.0
 221.0  224.0  203.0
 225.0  223.0  204.0
 205.0  225.0  204.0
 226.0  225.0  205.0
 206.0  226.0  205.0
 227.0  226.0  206.0
 207.0  227.0  206.0
 228.0  227.0  207.0
 208.0  228.0  207.0
 208.0  229.0  230.0
 208.0  230.0  228.0
 229.0  208.0  209.0
 229.0  209.0  231.0
 231.0  209.0  212.0
 210.0  232.0  217.0
 233.0  232.0  210.0
 211.0  233.0  210.0
 224.0  233.0  211.0
 231.0  212.0  234.0
 234.0  212.0  213.0
 234.0  213.0  235.0
 235.0  213.0  214.0
 219.0  235.0  214.0
 216.0  236.0  215.0
 215.0  236.0  237.0
 215.0  237.0  218.0
 217.0  238.0  216.0
 216.0  238.0  236.0
 239.0  240.0  217.0
 217.0  240.0  238.0
 232.0  239.0  217.0
 218.0  237.0  241.0
 218.0  241.0  220.0
 220.0  242.0  219.0
 219.0  242.0  235.0
 220.0  241.0  242.0
 221.0  243.0  224.0
 222.0  243.0  221.0
 244.0  243.0  222.0
 223.0  244.0  222.0
 245.0  244.0  223.0
 225.0  245.0  223.0
 224.0  246.0  233.0
 243.0  246.0  224.0
 226.0  245.0  225.0
 247.0  245.0  226.0
 227.0  247.0  226.0
 228.0  247.0  227.0
 228.0  230.0  248.0
 228.0  248.0  249.0
 250.0  247.0  228.0
 249.0  250.0  228.0
 251.0  229.0  231.0
 251.0  252.0  229.0
 229.0  252.0  230.0
 230.0  252.0  248.0
 251.0  231.0  234.0
 232.0  253.0  239.0
 246.0  253.0  232.0
 233.0  246.0  232.0
 251.0  234.0  235.0
 242.0  251.0  235.0
 238.0  254.0  236.0
 236.0  254.0  255.0
 236.0  255.0  237.0
 237.0  255.0  256.0
 237.0  256.0  241.0
 240.0  254.0  238.0
 257.0  258.0  239.0
 239.0  258.0  240.0
 239.0  253.0  257.0
 258.0  259.0  240.0
 240.0  259.0  254.0
 241.0  256.0  260.0
 241.0  260.0  242.0
 260.0  261.0  242.0
 261.0  251.0  242.0
 243.0  262.0  246.0
 244.0  262.0  243.0
 245.0  262.0  244.0
 247.0  262.0  245.0
 246.0  262.0  253.0
 250.0  262.0  247.0
 249.0  248.0  263.0
 248.0  252.0  263.0
 249.0  263.0  257.0
 257.0  250.0  249.0
 253.0  262.0  250.0
 253.0  250.0  257.0
 261.0  252.0  251.0
 264.0  252.0  261.0
 265.0  252.0  264.0
 263.0  252.0  265.0
 259.0  266.0  254.0
 254.0  266.0  267.0
 254.0  267.0  255.0
 255.0  267.0  268.0
 255.0  268.0  256.0
 256.0  268.0  260.0
 257.0  263.0  258.0
 263.0  269.0  258.0
 258.0  269.0  259.0
 269.0  270.0  259.0
 259.0  270.0  266.0
 260.0  268.0  271.0
 260.0  271.0  264.0
 260.0  264.0  261.0
 263.0  265.0  269.0
 264.0  271.0  272.0
 264.0  272.0  265.0
 265.0  272.0  270.0
 265.0  270.0  269.0
 270.0  273.0  266.0
 266.0  273.0  274.0
 266.0  274.0  267.0
 267.0  274.0  275.0
 267.0  275.0  268.0
 268.0  275.0  276.0
 268.0  276.0  271.0
 272.0  277.0  270.0
 270.0  277.0  273.0
 271.0  276.0  278.0
 271.0  278.0  272.0
 272.0  278.0  277.0
 277.0  279.0  273.0
 273.0  279.0  280.0
 273.0  280.0  274.0
 274.0  280.0  281.0
 274.0  281.0  275.0
 275.0  281.0  282.0
 275.0  282.0  276.0
 276.0  282.0  283.0
 276.0  283.0  278.0
 278.0  284.0  277.0
 277.0  284.0  279.0
 278.0  283.0  284.0
 284.0  285.0  279.0
 279.0  285.0  286.0
 279.0  286.0  280.0
 280.0  286.0  287.0
 280.0  287.0  281.0
 281.0  287.0  288.0
 281.0  288.0  282.0
 282.0  288.0  289.0
 282.0  289.0  283.0
 283.0  289.0  290.0
 283.0  290.0  284.0
 284.0  290.0  285.0
 290.0  291.0  285.0
 285.0  291.0  292.0
 285.0  292.0  286.0
 286.0  292.0  293.0
 286.0  293.0  287.0
 287.0  293.0  294.0
 287.0  294.0  288.0
 288.0  294.0  295.0
 288.0  295.0  289.0
 289.0  295.0  296.0
 289.0  296.0  290.0
 290.0  296.0  291.0
 296.0  297.0  291.0
 291.0  297.0  298.0
 291.0  298.0  292.0
 292.0  298.0  299.0
 292.0  299.0  293.0
 293.0  299.0  300.0
 293.0  300.0  294.0
 294.0  300.0  301.0
 294.0  301.0  295.0
 295.0  301.0  302.0
 295.0  302.0  296.0
 296.0  302.0  297.0
 302.0  303.0  297.0
 303.0  304.0  297.0
 297.0  304.0  298.0
 304.0  305.0  298.0
 305.0  306.0  298.0
 298.0  306.0  299.0
 306.0  307.0  299.0
 299.0  307.0  300.0
 307.0  308.0  300.0
 300.0  308.0  301.0
 301.0  309.0  302.0
 308.0  309.0  301.0
 309.0  303.0  302.0
 309.0  310.0  303.0
 303.0  310.0  311.0
 303.0  311.0  304.0
 304.0  311.0  312.0
 304.0  312.0  305.0
 305.0  312.0  313.0
 305.0  313.0  306.0
 306.0  313.0  314.0
 306.0  314.0  307.0
 307.0  314.0  315.0
 307.0  315.0  308.0
 308.0  315.0  316.0
 308.0  316.0  309.0
 309.0  316.0  310.0
 316.0  317.0  310.0
 310.0  317.0  318.0
 310.0  318.0  311.0
 311.0  318.0  319.0
 311.0  319.0  312.0
 312.0  319.0  320.0
 312.0  320.0  313.0
 313.0  320.0  321.0
 313.0  321.0  314.0
 314.0  321.0  322.0
 314.0  322.0  315.0
 315.0  322.0  323.0
 315.0  323.0  316.0
 316.0  323.0  317.0
 323.0  324.0  317.0
 324.0  325.0  317.0
 317.0  325.0  318.0
 325.0  326.0  318.0
 318.0  326.0  319.0
 326.0  327.0  319.0
 327.0  328.0  319.0
 319.0  328.0  320.0
 328.0  329.0  320.0
 320.0  329.0  321.0
 329.0  330.0  321.0
 321.0  330.0  322.0
 330.0  331.0  322.0
 322.0  331.0  323.0
 331.0  324.0  323.0
 332.0  333.0  324.0
 324.0  333.0  325.0
 331.0  334.0  324.0
 334.0  332.0  324.0
 333.0  335.0  325.0
 325.0  335.0  326.0
 335.0  336.0  326.0
 336.0  337.0  326.0
 326.0  337.0  327.0
 337.0  338.0  327.0
 327.0  338.0  328.0
 338.0  339.0  328.0
 328.0  339.0  329.0
 340.0  341.0  329.0
 339.0  340.0  329.0
 341.0  342.0  329.0
 329.0  342.0  330.0
 342.0  343.0  330.0
 330.0  343.0  331.0
 343.0  344.0  331.0
 344.0  334.0  331.0
 332.0  345.0  333.0
 334.0  346.0  332.0
 346.0  345.0  332.0
 345.0  347.0  333.0
 347.0  348.0  333.0
 333.0  348.0  335.0
 344.0  349.0  334.0
 349.0  346.0  334.0
 348.0  350.0  335.0
 335.0  350.0  336.0
 350.0  351.0  336.0
 336.0  351.0  337.0
 351.0  352.0  337.0
 352.0  353.0  337.0
 337.0  353.0  338.0
 353.0  354.0  338.0
 338.0  354.0  339.0
 354.0  355.0  339.0
 339.0  355.0  340.0
 355.0  356.0  340.0
 356.0  341.0  340.0
 356.0  357.0  341.0
 357.0  358.0  341.0
 358.0  359.0  341.0
 341.0  359.0  360.0
 341.0  360.0  342.0
 342.0  360.0  343.0
 360.0  361.0  343.0
 343.0  361.0  344.0
 361.0  362.0  344.0
 362.0  349.0  344.0
 363.0  364.0  345.0
 345.0  364.0  347.0
 346.0  365.0  345.0
 365.0  363.0  345.0
 349.0  366.0  346.0
 366.0  367.0  346.0
 367.0  365.0  346.0
 364.0  368.0  347.0
 347.0  368.0  348.0
 368.0  369.0  348.0
 348.0  369.0  350.0
 362.0  370.0  349.0
 370.0  366.0  349.0
 369.0  371.0  350.0
 371.0  372.0  350.0
 350.0  372.0  351.0
 372.0  373.0  351.0
 351.0  373.0  352.0
 373.0  374.0  352.0
 374.0  375.0  352.0
 352.0  375.0  353.0
 375.0  376.0  353.0
 353.0  376.0  354.0
 376.0  377.0  354.0
 377.0  378.0  354.0
 354.0  378.0  355.0
 378.0  379.0  355.0
 355.0  379.0  356.0
 379.0  357.0  356.0
 379.0  380.0  357.0
 357.0  380.0  381.0
 357.0  381.0  358.0
 358.0  381.0  382.0
 358.0  382.0  359.0
 359.0  382.0  383.0
 359.0  383.0  384.0
 359.0  384.0  360.0
 360.0  384.0  361.0
 384.0  385.0  361.0
 385.0  386.0  361.0
 361.0  386.0  362.0
 386.0  370.0  362.0
 365.0  387.0  363.0
 363.0  387.0  388.0
 363.0  388.0  364.0
 364.0  388.0  389.0
 364.0  389.0  368.0
 367.0  390.0  365.0
 365.0  390.0  387.0
 370.0  391.0  366.0
 366.0  391.0  392.0
 366.0  392.0  367.0
 367.0  392.0  390.0
 368.0  389.0  393.0
 368.0  393.0  369.0
 369.0  393.0  394.0
 369.0  394.0  371.0
 395.0  396.0  370.0
 386.0  395.0  370.0
 370.0  396.0  391.0
 371.0  394.0  397.0
 371.0  397.0  372.0
 372.0  397.0  398.0
 372.0  398.0  373.0
 373.0  398.0  399.0
 373.0  399.0  374.0
 374.0  399.0  400.0
 374.0  400.0  375.0
 401.0  375.0  400.0
 375.0  401.0  402.0
 375.0  402.0  376.0
 376.0  402.0  377.0
 377.0  402.0  403.0
 377.0  403.0  404.0
 377.0  404.0  378.0
 378.0  404.0  380.0
 378.0  380.0  379.0
 404.0  405.0  380.0
 380.0  405.0  406.0
 380.0  406.0  381.0
 381.0  406.0  407.0
 381.0  407.0  382.0
 382.0  407.0  383.0
 383.0  407.0  408.0
 383.0  408.0  409.0
 384.0  383.0  409.0
 384.0  409.0  385.0
 385.0  409.0  410.0
 385.0  410.0  386.0
 386.0  410.0  395.0
 390.0  411.0  387.0
 387.0  411.0  412.0
 387.0  412.0  388.0
 388.0  412.0  389.0
 389.0  412.0  413.0
 389.0  413.0  393.0
 392.0  414.0  390.0
 390.0  414.0  411.0
 396.0  415.0  391.0
 391.0  415.0  392.0
 392.0  415.0  414.0
 393.0  413.0  416.0
 393.0  416.0  394.0
 394.0  416.0  417.0
 394.0  417.0  397.0
 410.0  418.0  395.0
 395.0  418.0  419.0
 395.0  419.0  396.0
 396.0  419.0  420.0
 396.0  420.0  421.0
 396.0  422.0  415.0
 421.0  422.0  396.0
 397.0  417.0  398.0
 398.0  417.0  423.0
 398.0  423.0  399.0
 399.0  423.0  424.0
 399.0  424.0  400.0
 401.0  400.0  425.0
 400.0  424.0  426.0
 400.0  426.0  425.0
 401.0  427.0  428.0
 401.0  428.0  402.0
 425.0  427.0  401.0
 402.0  428.0  429.0
 402.0  429.0  403.0
 403.0  429.0  430.0
 403.0  430.0  404.0
 404.0  430.0  405.0
 430.0  431.0  405.0
 405.0  431.0  432.0
 405.0  432.0  406.0
 406.0  432.0  407.0
 407.0  432.0  433.0
 407.0  433.0  408.0
 408.0  433.0  434.0
 408.0  434.0  435.0
 409.0  408.0  435.0
 409.0  435.0  410.0
 410.0  435.0  418.0
 414.0  436.0  411.0
 411.0  436.0  437.0
 411.0  437.0  412.0
 412.0  437.0  413.0
 413.0  437.0  438.0
 413.0  438.0  416.0
 415.0  436.0  414.0
 422.0  439.0  415.0
 415.0  439.0  436.0
 416.0  438.0  440.0
 416.0  440.0  417.0
 417.0  440.0  423.0
 435.0  441.0  418.0
 418.0  441.0  442.0
 418.0  442.0  419.0
 419.0  442.0  420.0
 420.0  442.0  443.0
 420.0  443.0  444.0
 421.0  420.0  444.0
 421.0  444.0  425.0
 425.0  426.0  421.0
 421.0  426.0  422.0
 426.0  439.0  422.0
 423.0  440.0  445.0
 423.0  445.0  424.0
 424.0  445.0  426.0
 425.0  444.0  427.0
 426.0  445.0  439.0
 427.0  446.0  447.0
 427.0  447.0  428.0
 444.0  446.0  427.0
 428.0  447.0  429.0
 429.0  447.0  448.0
 429.0  448.0  430.0
 430.0  448.0  431.0
 448.0  449.0  431.0
 431.0  449.0  432.0
 432.0  449.0  450.0
 432.0  450.0  433.0
 433.0  450.0  434.0
 434.0  450.0  451.0
 434.0  451.0  441.0
 435.0  434.0  441.0
 439.0  452.0  436.0
 436.0  452.0  437.0
 437.0  452.0  438.0
 438.0  452.0  440.0
 445.0  452.0  439.0
 440.0  452.0  445.0
 441.0  451.0  453.0
 441.0  453.0  442.0
 442.0  453.0  443.0
 443.0  453.0  454.0
 443.0  454.0  446.0
 444.0  443.0  446.0
 446.0  454.0  447.0
 447.0  454.0  455.0
 447.0  455.0  448.0
 448.0  455.0  449.0
 455.0  456.0  449.0
 449.0  456.0  450.0
 450.0  456.0  451.0
 451.0  456.0  453.0
 453.0  456.0  454.0
 454.0  456.0  455.0
